lat,lon,hour
40.6458,-73.7768,4
40.768,-73.8617,21
40.8186,-73.9525,4
40.7689,-73.9546,15
40.7147,-74.0059,9
40.7652,-73.9723,17
40.7337,-74.0019,21
40.6828,-73.9355,5
40.7378,-73.9959,23
40.7412,-73.9908,17
40.7437,-73.9927,17
40.748,-74.0071,21
40.7628,-73.9784,10
40.7219,-73.9963,22
40.7504,-73.981,11
40.7716,-73.9806,9
40.6417,-73.7881,18
40.7341,-74.0026,21
40.7275,-74.0055,3
40.6952,-74.1784,6
40.7431,-73.9863,19
40.7292,-74.0112,22
40.6456,-73.7767,19
40.7458,-73.988,12
40.7407,-73.9935,22
40.7711,-73.866,7
40.7369,-73.9912,5
40.7549,-73.9779,19
40.6827,-73.9598,21
40.7596,-73.9719,14
40.7388,-74.0089,13
40.7676,-73.9807,21
40.7504,-73.9857,23
40.7589,-73.9722,15
40.751,-73.9804,19
40.7204,-73.9846,0
40.7327,-74.003,13
40.7785,-73.8965,9
40.7614,-74.0012,5
40.6449,-73.7823,15
40.7202,-73.9874,13
40.7632,-73.97,15
40.7461,-74.0079,6
40.7665,-73.9609,13
40.7294,-73.981,17
40.7599,-73.9804,16
40.7419,-73.985,21
40.7569,-73.8505,21
40.7618,-73.9714,20
40.7467,-74.0095,5
40.759,-73.9885,23
40.6806,-73.9343,5
40.7578,-73.9768,16
40.7219,-73.9835,9
40.7629,-73.9771,13
40.7694,-73.9597,15
40.6463,-73.7768,21
40.737,-73.9989,22
40.7207,-73.9974,18
40.7428,-73.9925,22
40.6738,-73.9718,22
40.7477,-73.9881,21
40.7262,-74.0075,11
40.7194,-73.9864,21
40.6774,-73.9861,18
40.7109,-74.0055,12
40.7764,-73.9543,20
40.755,-74.0001,18
40.7418,-74.0045,14
40.7223,-74.0036,20
40.7086,-74.0153,16
40.7445,-73.9908,21
40.7832,-73.9189,0
40.8018,-73.9649,3
40.7624,-73.9787,10
40.7588,-73.9854,18
40.7363,-73.9973,7
40.7685,-73.9849,3
40.7574,-73.9688,17
40.7293,-74.0011,22
40.8054,-73.9407,14
40.7632,-73.9805,11
40.7256,-73.9968,20
40.7285,-74.0,16
40.7645,-73.978,9
40.7761,-73.956,6
40.7251,-73.9814,4
40.7536,-73.9732,20
40.7519,-73.9935,23
40.7184,-74.0028,8
40.7555,-73.9796,14
40.7557,-73.9746,18
40.7481,-73.9849,15
40.7153,-74.011,15
40.729,-73.9851,7
40.72,-74.0026,3
40.7529,-73.9813,17
40.7605,-73.978,21
40.6202,-74.0241,9
40.7563,-73.9855,20
40.7496,-73.9923,12
40.7668,-73.9612,12
40.7419,-73.978,15
40.7626,-73.9721,19
40.7113,-74.0175,4
40.7411,-73.9899,13
40.7523,-73.9934,10
40.7517,-73.9787,18
40.7849,-73.9558,20
40.7788,-73.9561,6
40.7419,-74.0034,21
40.7519,-73.9791,12
40.7375,-73.9811,17
40.7405,-73.9964,20
40.7556,-73.9901,13
40.7204,-73.9634,18
40.7502,-74.0347,20
40.805,-73.9388,17
40.7653,-73.9697,12
40.7688,-73.9839,19
40.7838,-73.9821,5
40.7746,-73.9256,18
40.7458,-73.9467,16
40.6907,-73.9841,12
40.7622,-73.9685,11
40.8444,-73.9409,0
40.7657,-73.9705,17
40.7505,-73.9772,17
40.6429,-73.9778,18
40.7449,-73.9888,16
40.7386,-73.9834,19
40.7754,-73.9768,7
40.7355,-74.0038,16
40.7398,-73.9867,21
40.6928,-73.9708,9
40.7462,-73.991,15
40.6979,-73.9093,22
40.7302,-73.9841,17
40.7866,-73.9703,21
40.7247,-73.9941,8
40.725,-74.0056,10
40.7484,-73.9881,21
40.7476,-73.9709,10
40.7774,-73.9626,4
40.7261,-73.9962,18
40.7458,-74.1707,16
40.7387,-73.9884,0
40.7351,-73.9976,15
40.68,-73.997,19
40.7566,-73.9823,17
40.7526,-73.9787,17
40.7715,-73.9472,16
40.8615,-73.8915,17
40.7394,-74.006,16
40.752,-73.9897,18
40.7438,-74.0061,1
40.7211,-74.0012,5
40.7633,-73.9737,16
40.7397,-73.9928,9
40.7256,-73.9989,18
40.6786,-73.9734,9
40.6257,-73.9704,8
40.7258,-73.9997,17
40.6777,-73.9733,15
40.7226,-73.9772,7
40.7696,-73.9542,13
40.7273,-73.9827,16
40.841,-73.9393,11
40.7604,-73.9875,21
40.7337,-74.0025,21
40.7198,-73.9992,1
40.6911,-73.9898,7
40.7227,-73.9872,15
40.7685,-73.8622,23
40.6809,-73.9185,18
40.7192,-74.0052,2
40.7524,-73.9823,21
40.7677,-73.9834,6
40.7167,-74.0148,10
40.7694,-73.9924,10
40.764,-73.9765,18
40.7729,-73.8854,7
40.7868,-73.9545,15
40.745,-73.9744,22
40.7434,-73.9786,5
40.6754,-73.9629,20
40.7278,-73.9914,20
40.7586,-73.9811,20
40.7302,-73.9757,14
40.7301,-73.9895,0
40.7785,-73.9821,19
40.7588,-73.9736,22
40.718,-74.003,16
40.7414,-73.9933,13
40.7276,-73.9933,17
40.7657,-73.9827,15
40.615,-74.0667,10
40.7715,-73.9656,7
40.7581,-73.9734,17
40.7068,-74.005,19
40.7181,-73.9596,23
40.6934,-73.9963,17
40.7298,-73.9915,15
40.7799,-73.9558,22
40.7198,-73.9873,6
40.7138,-74.0104,16
40.7501,-73.9828,21
40.7744,-73.9634,19
40.7105,-73.9878,3
40.7328,-73.994,11
40.7334,-73.9992,20
40.7066,-74.0053,19
40.7363,-73.9871,19
40.7427,-73.9924,17
40.6871,-73.9178,6
40.741,-73.9816,23
40.7107,-74.0092,16
40.774,-73.8723,20
40.7534,-73.9786,18
40.7739,-73.966,16
40.7208,-73.9611,17
40.6723,-73.9642,16
40.7299,-73.9871,17
40.7633,-73.9808,17
40.7522,-73.9935,10
40.7641,-73.9706,20
40.6951,-74.1774,12
40.7254,-73.9818,7
40.7255,-73.988,8
40.7023,-73.9842,6
40.751,-73.9906,1
40.7649,-73.9885,19
40.7097,-74.0064,23
40.7398,-73.9908,18
40.7218,-73.9875,12
40.7376,-74.0043,21
40.7627,-73.9742,18
40.722,-73.9964,22
40.7298,-74.0102,2
40.7495,-73.9789,11
40.7239,-74.0048,17
40.7192,-74.01,20
40.6646,-73.9574,12
40.7199,-74.0102,20
40.6948,-74.178,11
40.8267,-73.9232,14
40.7287,-74.0053,8
40.7913,-73.9757,11
40.761,-73.999,17
40.7476,-73.9904,11
40.7429,-73.9929,9
40.6889,-73.9132,12
40.7438,-73.9899,19
40.7803,-73.9815,21
40.7342,-73.9949,0
40.7201,-73.9958,23
40.7635,-73.975,17
40.7203,-73.9844,11
40.741,-74.0052,3
40.6842,-73.961,21
40.7409,-74.0035,0
40.7474,-73.9956,17
40.6483,-73.7826,0
40.7572,-73.9993,21
40.7309,-74.005,13
40.7327,-73.9935,14
40.6028,-73.9711,15
40.7699,-73.9514,14
40.6763,-73.9519,22
40.6951,-74.1788,15
40.7645,-73.9835,21
40.7332,-73.9948,16
40.7567,-73.9742,2
40.7548,-73.9832,14
40.7455,-73.9906,7
40.7495,-73.9798,15
40.7224,-73.989,17
40.7295,-73.9933,22
40.7695,-73.9682,13
40.7603,-73.9725,19
40.7325,-73.9962,16
40.758,-73.9818,22
40.7246,-73.9838,7
40.7351,-74.0002,22
40.742,-74.0077,14
40.7503,-74.0045,16
40.7359,-73.9854,15
40.7413,-74.0051,11
40.7731,-73.9521,7
40.7403,-74.0036,21
40.7354,-74.0094,7
40.775,-73.9549,8
40.7703,-73.8649,14
40.7049,-73.934,21
40.7612,-73.9759,17
40.68,-73.9815,17
40.6777,-73.9752,16
40.7375,-74.005,18
40.7516,-73.9684,18
40.742,-74.0038,6
40.7373,-73.9855,18
40.6721,-73.9838,12
40.7069,-74.0071,12
40.7549,-73.9841,17
40.7682,-73.8622,9
40.7665,-73.953,12
40.7527,-73.9897,20
40.685,-73.984,18
40.6892,-73.989,11
40.8175,-73.9012,10
40.7291,-73.999,13
40.8316,-73.9264,22
40.7294,-73.9914,23
40.7303,-74.0047,17
40.6967,-73.9666,10
40.749,-73.982,14
40.7695,-73.9836,15
40.7631,-73.9782,14
40.7813,-73.9518,5
40.7475,-74.0028,15
40.7334,-73.9874,2
40.7536,-73.9717,18
40.7615,-73.983,11
40.7111,-74.0057,8
40.7718,-73.9593,3
40.8054,-73.966,22
40.6901,-73.9833,21
40.7622,-73.9705,18
40.7322,-74.0078,23
40.7145,-74.0094,10
40.7174,-73.9522,9
40.761,-73.9576,4
40.7379,-73.9921,15
40.7347,-74.0005,15
40.7222,-74.011,10
40.773,-73.8854,19
40.7613,-74.0001,7
40.7258,-73.9947,19
40.73,-74.0006,20
40.7314,-74.0034,20
40.7129,-73.9965,14
40.7218,-73.9808,16
40.7409,-73.9919,16
40.7759,-73.9612,5
40.7582,-73.9744,18
40.7409,-74.0075,22
40.7064,-74.0095,20
40.7284,-73.9835,15
40.7648,-73.9705,12
40.73,-73.9914,22
40.7323,-74.0078,15
40.7189,-74.0001,15
40.7578,-73.9725,18
40.6484,-73.7827,22
40.7674,-73.9821,22
40.7034,-73.9846,6
40.7262,-73.9932,11
40.7566,-73.9786,21
40.7738,-73.8744,8
40.7431,-73.9874,19
40.7079,-74.0135,15
40.7387,-73.9899,17
40.7371,-73.9886,0
40.6897,-73.9917,15
40.7323,-74.0077,22
40.7323,-73.9811,9
40.7187,-73.9993,20
40.7707,-73.9921,4
40.7131,-74.0074,11
40.7381,-73.9869,20
40.7408,-74.0052,20
40.716,-73.9931,17
40.7716,-73.9824,19
40.7314,-74.0012,13
40.7518,-73.9938,9
40.7559,-73.9834,22
40.7223,-73.9838,7
40.7414,-74.0063,18
40.736,-73.985,7
40.7523,-73.9681,14
40.7537,-73.9997,20
40.6901,-73.9425,14
40.7185,-73.945,1
40.7521,-73.9876,16
40.7623,-73.9697,16
40.7782,-73.9484,17
40.7206,-73.9624,10
40.774,-73.8726,9
40.7618,-73.979,9
40.7542,-73.9806,20
40.6436,-73.7897,11
40.642,-73.7887,20
40.7716,-73.957,7
40.7369,-74.0091,19
40.7705,-73.9504,7
40.7686,-73.8626,14
40.7207,-73.9871,22
40.7319,-73.9963,18
40.7527,-73.9811,7
40.7391,-74.0008,9
40.709,-73.9609,16
40.7058,-74.017,16
40.7408,-74.0053,12
40.7367,-73.9542,14
40.7704,-73.9686,17
40.7581,-73.9735,16
40.7444,-74.0066,1
40.7551,-73.9807,12
40.759,-73.9943,11
40.7277,-73.9838,10
40.7486,-74.0017,0
40.7415,-73.9934,12
40.7608,-73.9727,16
40.7699,-73.8644,10
40.7217,-74.0098,22
40.7527,-73.979,21
40.7569,-73.9741,16
40.754,-73.9677,23
40.726,-73.941,10
40.751,-73.9943,21
40.7066,-74.009,0
40.6732,-73.9653,20
40.7551,-73.967,14
40.7495,-73.9752,12
40.7513,-73.9716,17
40.7407,-73.9933,23
40.7533,-73.9809,17
40.7211,-73.9905,18
40.7546,-73.9868,22
40.7545,-73.9735,20
40.774,-73.8726,22
40.7277,-73.9429,1
40.7596,-73.9798,18
40.7387,-73.9899,23
40.7334,-73.999,0
40.6968,-73.9959,8
40.6908,-73.9586,10
40.7668,-73.9671,6
40.7551,-73.9877,20
40.7643,-73.977,21
40.7378,-73.9896,22
40.7493,-73.9819,10
40.6985,-73.9943,20
40.7436,-73.9929,22
40.7693,-73.8637,12
40.777,-73.9614,16
40.7223,-73.9945,21
40.7487,-73.9868,19
40.7417,-73.9899,11
40.7469,-73.9858,14
40.7197,-74.0021,16
40.776,-73.95,2
40.7537,-73.9783,16
40.7215,-73.9979,18
40.7603,-73.976,8
40.7298,-73.9931,18
40.787,-73.9774,4
40.7403,-73.9961,21
40.7583,-73.973,12
40.7189,-73.9993,8
40.6592,-73.9245,23
40.7592,-73.973,19
40.7107,-73.9574,1
40.7587,-73.9999,17
40.7218,-74.0043,22
40.7315,-73.9871,4
40.7711,-73.8662,15
40.7165,-73.9892,21
40.7371,-73.9793,19
40.7683,-73.9652,12
40.7675,-73.9806,15
40.753,-74.032,23
40.7145,-74.0147,12
40.7552,-73.9752,20
40.719,-73.9611,2
40.6462,-73.7769,15
40.7868,-73.9756,18
40.7563,-73.9855,17
40.7258,-74.0029,7
40.7409,-73.9763,17
40.6461,-73.7769,17
40.7245,-73.9925,22
40.7566,-73.9829,18
40.7181,-74.0149,14
40.725,-74.0004,18
40.7242,-73.9958,0
40.7691,-73.9811,16
40.7351,-74.0064,15
40.7587,-73.973,16
40.7525,-73.9788,18
40.7655,-73.9702,19
40.7612,-73.9694,13
40.7646,-73.9684,12
40.7568,-74.0014,17
40.8791,-74.0497,14
40.7851,-73.9538,16
40.7203,-73.9551,17
40.7526,-73.9787,20
40.7577,-73.9714,17
40.7036,-73.9866,14
40.6925,-73.9909,10
40.7759,-73.961,9
40.7643,-73.9711,17
40.7556,-73.9919,8
40.7913,-73.9524,19
40.7076,-74.0088,17
40.7311,-74.0084,9
40.7169,-74.0124,9
40.7198,-73.9856,0
40.7214,-73.9935,0
40.7491,-73.9797,12
40.7463,-73.984,15
40.7488,-73.9833,10
40.6973,-73.9358,7
40.7614,-73.9746,18
40.5799,-73.9751,7
40.7581,-73.9876,23
40.7553,-73.9716,17
40.7322,-73.9792,22
40.7312,-74.0094,17
40.7458,-73.9723,12
40.7282,-74.0009,8
40.7384,-73.992,16
40.742,-73.9584,19
40.7433,-73.9899,11
40.7505,-73.9839,20
40.6761,-73.9704,17
40.7623,-73.9601,21
40.7236,-73.9984,13
40.7336,-73.8903,16
40.7239,-73.9937,19
40.7815,-73.9795,8
40.7141,-73.9967,17
40.7146,-73.984,15
40.7459,-73.9554,4
40.7853,-73.9731,16
40.7804,-73.9766,11
40.7293,-74.0039,21
40.7475,-73.9882,13
40.7153,-73.9917,23
40.7566,-73.9807,13
40.7413,-73.9869,19
40.7404,-73.982,21
40.7223,-73.995,20
40.7593,-73.9712,1
40.7801,-73.9571,14
40.7747,-73.9523,7
40.7588,-73.9775,16
40.7333,-74.0086,5
40.6835,-73.9768,22
40.7732,-73.9818,9
40.6449,-73.7821,11
40.7583,-73.9799,11
40.7427,-73.9956,14
40.6128,-73.9607,10
40.7606,-73.9908,11
40.7782,-73.9886,8
40.767,-73.952,15
40.7745,-73.9452,7
40.645,-73.7819,4
40.7296,-73.9985,19
40.74,-73.9991,7
40.7399,-73.9818,7
40.7258,-74.004,15
40.7604,-73.9875,21
40.7777,-73.9611,14
40.7249,-74.0024,18
40.7218,-74.0061,9
40.679,-73.9975,22
40.7317,-73.995,22
40.6464,-73.777,22
40.7187,-74.0002,12
40.6465,-73.7901,15
40.7822,-73.9827,3
40.7528,-73.9793,17
40.7372,-73.9906,7
40.7289,-74.0007,2
40.7737,-73.8744,7
40.7405,-73.987,18
40.7556,-73.9645,16
40.7489,-73.9953,17
40.7278,-73.9948,21
40.7013,-73.9421,5
40.7422,-73.9987,12
40.7246,-73.9995,22
40.7573,-73.9753,9
40.7221,-74.0032,23
40.7182,-74.0057,3
40.7505,-73.976,18
40.7757,-73.9581,5
40.7421,-74.0039,2
40.7277,-73.9793,6
40.7213,-73.9797,6
40.7723,-73.9882,18
40.7283,-73.9573,20
40.7408,-73.9973,9
40.763,-73.9828,20
40.7252,-73.9415,17
40.7391,-74.0006,7
40.7102,-73.9846,15
40.7145,-74.0156,10
40.7178,-73.9927,17
40.7179,-74.0072,20
40.7343,-74.0029,7
40.7752,-73.9649,6
40.7054,-74.0076,23
40.7498,-73.9915,20
40.7445,-74.0057,16
40.7705,-73.982,10
40.7704,-73.865,21
40.776,-73.9613,15
40.7619,-73.9684,5
40.6489,-73.9609,19
40.7232,-73.9913,20
40.7625,-73.9824,16
40.6629,-73.9786,6
40.7752,-73.9501,6
40.7442,-74.0067,0
40.7804,-73.9759,5
40.7587,-73.9687,18
40.7744,-73.964,9
40.7631,-73.9689,22
40.7147,-74.0108,15
40.7234,-73.9912,22
40.7397,-73.9853,8
40.7649,-73.961,11
40.7804,-73.9798,20
40.6973,-73.9677,14
40.7573,-73.986,22
40.76,-73.9772,18
40.7381,-73.988,20
40.7452,-73.9848,17
40.7335,-73.9973,15
40.7419,-74.0045,20
40.7342,-73.9818,19
40.7532,-73.9748,12
40.7773,-73.9594,19
40.7116,-73.9968,22
40.7511,-73.9849,21
40.7681,-73.9566,17
40.7708,-73.9807,16
40.7493,-73.992,16
40.7816,-73.9526,17
40.7277,-74.0034,19
40.7377,-74.0056,23
40.7877,-73.969,15
40.7158,-74.0162,13
40.7504,-73.9788,18
40.6915,-73.9844,9
40.7382,-73.9406,14
40.7626,-73.9753,15
40.742,-73.9893,16
40.7421,-73.9909,17
40.7951,-73.9761,6
40.742,-73.9893,20
40.7212,-74.0052,11
40.7405,-73.9868,21
40.7676,-73.9305,0
40.7633,-73.9694,13
40.7562,-74.0017,16
40.7759,-73.9582,19
40.7078,-74.0083,18
40.7632,-73.9748,17
40.7387,-74.0097,0
40.7031,-73.9904,14
40.7573,-73.9718,17
40.6775,-73.9811,2
40.7326,-73.9876,13
40.7499,-73.9782,10
40.6968,-73.9466,10
40.7258,-74.0057,14
40.7541,-73.9647,18
40.7138,-73.9177,6
40.7451,-73.995,17
40.7583,-73.9786,14
40.7912,-73.9398,16
40.7309,-73.9783,12
40.713,-73.9662,23
40.7364,-73.9813,19
40.8161,-73.9543,13
40.7175,-73.9974,20
40.7656,-73.9684,8
40.7427,-73.9924,18
40.7048,-74.0134,20
40.6927,-73.9718,8
40.7792,-73.9873,22
40.7302,-73.9839,22
40.7062,-73.9346,17
40.7437,-73.9881,18
40.7387,-73.9887,20
40.7595,-73.9698,16
40.754,-73.9854,1
40.7756,-73.9835,4
40.715,-74.0161,18
40.7406,-73.9921,20
40.6195,-74.0029,11
40.7026,-74.0115,16
40.741,-73.9921,16
40.7404,-73.9966,12
40.7689,-73.9675,15
40.7715,-73.9614,9
40.7374,-74.0308,0
40.7448,-73.9858,17
40.7589,-73.9643,21
40.7228,-73.9982,19
40.7614,-73.9833,21
40.7624,-73.9684,14
40.7867,-73.9806,12
40.7257,-73.9844,17
40.7402,-73.9945,13
40.6816,-73.9452,8
40.7432,-73.986,11
40.739,-73.993,22
40.7013,-73.9227,16
40.7577,-73.9723,14
40.7229,-73.9855,1
40.7422,-74.0043,1
40.7328,-74.0034,0
40.7651,-73.9614,19
40.7209,-74.01,22
40.7357,-73.9975,10
40.7091,-73.9478,8
40.7442,-74.0068,1
40.7272,-74.0055,9
40.7735,-73.9634,21
40.7155,-74.0092,16
40.7349,-73.987,19
40.7788,-73.9619,21
40.7796,-73.9559,18
40.7677,-73.9705,7
40.7404,-74.0058,2
40.7587,-73.9687,20
40.7999,-73.9685,6
40.7753,-73.9633,12
40.7605,-73.9818,17
40.7379,-74.0064,6
40.741,-73.9899,19
40.7306,-74.0037,16
40.6993,-73.9315,5
40.753,-73.9875,10
40.7368,-74.0045,7
40.7335,-73.9996,9
40.7345,-73.9963,6
40.7609,-73.9684,7
40.6802,-73.997,22
40.8009,-73.9543,3
40.7343,-73.9949,21
40.7532,-73.9918,19
40.7498,-73.9795,10
40.7234,-74.0034,19
40.7488,-73.9746,16
40.7451,-73.9757,15
40.734,-73.9986,22
40.7171,-74.0122,11
40.7355,-73.9949,17
40.721,-73.9887,22
40.7414,-73.9794,16
40.8083,-73.945,18
40.7654,-73.9548,5
40.7851,-73.979,11
40.7849,-73.9734,12
40.741,-73.9931,15
40.7588,-73.9748,21
40.7648,-73.9939,8
40.741,-74.0017,14
40.5804,-74.1333,16
40.7615,-73.9872,9
40.7324,-73.9962,23
40.7486,-73.9783,19
40.7168,-74.0082,23
40.7338,-73.998,18
40.7353,-74.005,8
40.7716,-73.9806,6
40.7547,-73.9752,17
40.7423,-74.0044,20
40.7791,-73.9606,17
40.7516,-73.9876,14
40.7389,-74.0091,7
40.7701,-73.9574,13
40.7455,-73.9947,17
40.7275,-73.9825,9
40.7189,-73.9435,7
40.7164,-74.0067,16
40.7524,-73.9783,18
40.7555,-73.9731,7
40.707,-74.0046,16
40.7582,-73.9817,21
40.7275,-73.7863,1
40.7404,-73.998,20
40.725,-73.981,9
40.7756,-73.9841,5
40.7459,-73.9881,9
40.7434,-73.9785,15
40.7266,-73.9958,19
40.7578,-73.989,9
40.7259,-74.0076,19
40.7499,-73.988,20
40.7651,-73.9219,22
40.6484,-73.783,14
40.7547,-73.9996,19
40.7088,-74.0133,19
40.7314,-73.9749,10
40.7648,-73.9688,13
40.7714,-73.9507,6
40.6826,-73.9597,22
40.7198,-73.995,11
40.7609,-73.9838,17
40.7169,-74.0108,17
40.7704,-73.9562,6
40.7599,-73.9809,11
40.7663,-73.9832,20
40.7314,-73.9903,14
40.7266,-73.9958,0
40.7707,-73.9539,8
40.7211,-73.9793,9
40.7579,-73.9795,18
40.7626,-73.9849,20
40.7566,-73.9672,16
40.7415,-73.9875,14
40.7602,-73.9596,15
40.7635,-73.9735,15
40.6878,-74.1818,4
40.727,-73.9888,19
40.749,-74.0032,1
40.893,-73.8997,14
40.7214,-73.9807,13
40.7605,-73.9856,20
40.7105,-73.9657,20
40.716,-74.0101,13
40.74,-73.982,10
40.7535,-73.9673,10
40.7551,-73.9816,9
40.7064,-74.0081,15
40.7482,-73.9884,20
40.7425,-73.9889,16
40.7961,-73.9727,9
40.7749,-73.9653,14
40.7445,-74.0066,3
40.7222,-74.0116,13
40.7547,-73.9895,16
40.7256,-73.9969,20
40.7505,-73.9985,13
40.7637,-73.9794,12
40.747,-73.9733,21
40.7296,-73.9869,18
40.768,-73.9587,9
40.6774,-73.9995,6
40.7452,-73.9948,10
40.714,-73.9907,11
40.8865,-73.8544,14
40.776,-73.9591,11
40.7053,-74.0076,9
40.7082,-73.9611,15
40.7169,-73.9425,18
40.7292,-73.9921,19
40.7614,-73.9819,19
40.6471,-73.7891,20
40.6916,-73.9853,18
40.7151,-74.0125,17
40.7553,-73.9763,17
40.7326,-74.0096,23
40.7496,-73.9917,19
40.7497,-73.9835,21
40.7313,-74.0102,19
40.7659,-73.9889,7
40.7601,-73.9749,19
40.779,-73.9544,13
40.7618,-73.9699,15
40.7314,-73.9993,20
40.718,-73.99,7
40.714,-74.0149,21
40.7322,-73.824,19
40.6906,-74.1781,17
40.7599,-73.9878,21
40.7612,-73.9816,16
40.7323,-73.989,12
40.7195,-74.0087,22
40.782,-73.985,8
40.7568,-73.9789,15
40.7439,-73.9881,21
40.721,-74.01,16
40.7261,-73.9945,20
40.7239,-73.998,17
40.7272,-73.984,3
40.7238,-74.0004,11
40.7511,-73.9942,20
40.7411,-73.9998,20
40.7331,-73.99,23
40.742,-73.9848,20
40.732,-73.9965,15
40.7448,-73.9759,22
40.7514,-73.9939,23
40.7167,-74.0085,21
40.6962,-73.9968,21
40.721,-73.9963,23
40.7631,-73.9717,18
40.733,-73.9963,3
40.7189,-74.0343,15
40.7519,-73.982,17
40.7723,-73.9665,15
40.748,-73.957,18
40.7192,-74.0038,18
40.7219,-74.0042,22
40.7639,-73.9812,10
40.7743,-73.9823,22
40.7174,-73.9954,6
40.7191,-73.9766,20
40.744,-73.9835,15
40.7242,-73.9978,10
40.7173,-74.0048,11
40.6872,-73.9742,18
40.7187,-73.9927,22
40.6954,-73.9305,16
40.7398,-73.9895,15
40.7314,-74.0002,9
40.6464,-73.9625,17
40.7636,-73.9656,21
40.7396,-73.9889,21
40.7292,-73.9856,6
40.7238,-73.9969,21
40.7298,-73.9747,23
40.7805,-73.9612,15
40.7192,-74.0078,19
40.725,-74.0078,11
40.7639,-73.9584,20
40.7095,-74.0173,20
40.7408,-73.9918,15
40.6736,-73.9521,5
40.7313,-73.9904,21
40.7265,-73.9832,23
40.7852,-73.9791,12
40.7477,-73.988,16
40.7136,-73.9956,18
40.7687,-73.9558,20
40.7868,-73.9811,8
