lat,lon,hour
39.95650705585542,32.886235727937375,12
39.92931317339173,32.867027478507325,18
39.923575749659584,32.848280705044004,17
39.95360719873661,32.888095266351385,15
39.9539294170448,32.85544506246958,23
39.913608054863865,32.856023622541116,8
39.930192300175676,32.8643535178986,19
39.91647323872925,32.85726372896127,17
39.90768221695514,32.86395950103006,18
39.91293691243275,32.86196255359572,18
39.909276954226094,32.86442415906434,17
39.93042505570068,32.83066926913149,2
39.9276835638108,32.848206383081944,7
39.92826555037445,32.85136888524619,17
39.86913858623111,32.82463751278557,6
39.91646585291313,32.867791890237484,19
39.94780430891588,32.902825842369666,16
39.9373063521603,32.84876249195409,9
39.91888513140241,32.8499972007567,8
39.900624681840966,32.798865158719906,1
39.92032756845949,32.815543032188664,2
39.920428281184655,32.87526770809563,19
39.91567654903669,32.85605774005628,17
39.92983648385809,32.85691291291966,17
39.92369484187942,32.85048597566312,7
39.91381366074816,32.825309684334364,16
39.94615135026668,32.801865250301574,6
39.93048088338382,32.840073016152544,18
39.93039607274076,32.85057182473788,18
39.883813939356,32.87148895935239,14
39.94863302605227,32.84096764055689,12
39.94238831646037,32.78555746515992,3
39.90756403710253,32.86703408930469,7
39.91405992177406,32.79824360020653,21
39.899804014586735,32.82640798582425,22
39.91579114805581,32.84298747048577,10
39.92613795186814,32.852026018451625,23
39.93436739255037,32.858355485997194,7
39.92534671611193,32.86576157123894,18
39.9168823124957,32.841491225566415,7
39.93283970324632,32.85546841748108,19
39.92495053623696,32.83511010235409,20
39.90226434000689,32.879511670163126,12
39.950309673944126,32.8776247021724,21
39.92869961605445,32.859800295372594,9
39.92471568190234,32.848848609470366,14
39.93287323849941,32.850372791295094,19
39.93186937641642,32.82998961006137,20
39.90099102889448,32.84702536296428,11
39.896651848698184,32.87804555476435,3
39.90728965748455,32.85510229623381,8
39.92209508096842,32.8360020042168,7
39.90753928538429,32.86178098614144,6
39.925057279932936,32.852066927913995,7
39.92753888204481,32.85301683742764,18
39.921179587362246,32.861659616069595,20
39.93003999628734,32.847352819975846,17
39.90616534382445,32.83404310524812,16
39.91080406851574,32.89689702774239,20
39.9264972531933,32.84279910254831,18
39.91476553034411,32.85783767224276,7
39.893574766572016,32.83234979877555,6
39.96111878998522,32.8357087311458,2
39.930316668160295,32.86666323189531,19
39.89876613726493,32.827411123303285,16
39.912486037405564,32.82145116837979,5
39.921980338785026,32.852053480881466,8
39.93158740047659,32.896018303686986,5
39.94529454942311,32.86878719326237,6
39.90110951587032,32.858543759821025,9
39.97244882982113,32.76379432451059,23
39.927663825429754,32.852516414252435,19
39.912272049969765,32.862121285839116,8
39.937867059006074,32.861862307288376,19
39.91705808048738,32.84467530175592,18
39.92510882901368,32.88030507877145,14
39.909158409212985,32.845398510250476,6
40.00543000749515,32.88646955837879,16
39.95527386035181,32.810301422818235,20
39.91369811320706,32.85485681639454,19
39.91075862442115,32.87011397298889,8
39.963079369197715,32.838103639878476,13
39.938609186066074,32.8540674790328,8
39.946663897173885,32.855556861305246,17
39.926531927503284,32.868109034411695,9
39.959099000494234,32.86943196198408,3
39.91653579041668,32.86953398099979,5
39.89628447484371,32.858674011565924,13
39.88749077402506,32.80068355079759,20
39.92228280292418,32.89197833672015,22
39.94854413924788,32.85165263112823,16
39.938239896981756,32.848419386091535,18
39.86323502014606,32.78864696117397,2
39.90895809059404,32.86227624743262,7
39.90172591949597,32.867938759255715,16
39.937232833835836,32.84310903037422,8
39.93512499195388,32.87027889217967,11
39.8949478603458,32.89473632775735,15
39.912138788333515,32.84259741057261,16
39.94188613218418,32.85933766742367,18
39.948528716490564,32.89475678794565,22
39.90125578001622,32.89160463291161,23
39.91575105885002,32.84866376610662,8
39.918050000276914,32.84788935165055,7
39.94543469297971,32.86212631965435,12
39.90603326756148,32.87434515099464,15
39.91801817562613,32.850829296296354,7
39.922230516547046,32.868013810669986,2
39.93246542948132,32.84321252453241,20
39.94618333622318,32.84743817546761,2
39.91422015511391,32.83942978351232,18
39.93060178480999,32.85423390076194,8
39.9228787235851,32.86456802915699,7
39.90644781305206,32.812878022545775,21
39.92286342106645,32.86334884656241,10
39.912884528015184,32.89832212734228,16
39.89590833432278,32.865310566378994,9
39.92868153650364,32.858677707777005,9
39.82069295351592,32.892626663498106,6
39.91050565889364,32.84903308021617,17
39.9190640733521,32.85818418034652,7
39.92716428042192,32.86303840554319,9
39.945245605302354,32.861697816126394,10
39.933247679771725,32.82138738852533,6
39.91325973193181,32.86306460223675,19
39.92914209486728,32.86134799416444,7
39.915625832383434,32.86321492131943,18
39.9091575554752,32.86488359809862,8
39.91816129198754,32.87095170406341,8
39.90555557907934,32.871744040459184,17
39.909926070125096,32.84272562231965,0
39.92661516456957,32.83319763261598,16
39.91860012996093,32.831981212041875,10
39.91375936469021,32.858978859503004,19
39.893723035140894,32.83106417294984,4
39.87958626250761,32.838992079601155,16
39.960118060891716,32.82873199079691,6
39.89882100204438,32.85992765839445,20
39.917062035662,32.876391544333494,8
39.91914472035324,32.857462183462175,18
39.94908306354397,32.881847335975884,10
39.92776862744672,32.84927617539942,21
39.981490856091376,32.85111719174057,16
39.91635309895571,32.84765151011706,9
39.90350196797293,32.86232615752237,19
39.89728931602899,32.85405277159095,19
39.918721393657286,32.87650965192231,18
39.90245348771286,32.845098967130156,18
39.91668710623955,32.848184119875924,22
39.904283662275695,32.851680362717936,20
39.88298311813391,32.86482578636985,16
39.89755514657922,32.853852306441226,17
39.90275929917209,32.8845986382827,10
39.93832311070633,32.850799478312496,18
39.93467725929141,32.85094883719369,8
39.89178620430612,32.906487108965564,20
39.936393293342014,32.85424315567829,20
39.941385324252956,32.862336451053906,20
39.920077805920585,32.840845651726916,7
39.91265389788516,32.87280766270375,5
39.91954228574313,32.8631332576113,18
39.924606550238664,32.84532863681915,17
39.881194841265035,32.84939464500209,5
39.91552771551895,32.85747321809622,18
39.89922587023712,32.83564823022735,6
39.952362091527846,32.85855608905884,1
39.89968818803718,32.85463925426205,10
39.934559112430016,32.857047866882745,19
39.938558524282755,32.83154296390418,2
39.951562581314036,32.923653067813916,21
39.91285532357487,32.84229106025628,18
39.92252542243835,32.86286505049844,7
39.91985610327949,32.84357793603957,7
39.919684158382196,32.86009092272777,18
39.908559045191616,32.87232765053265,13
39.955711323557196,32.86131691877311,6
39.91993156686165,32.87899031775679,20
39.91220899172563,32.84456290166307,19
39.91277283145213,32.83935361635557,3
39.91273658024709,32.872414684749984,18
39.942489932094944,32.85057294957744,17
39.92168718949748,32.85223157179936,8
39.93184499240118,32.867166455618396,9
39.9029973620131,32.85887010800065,8
39.88156535976516,32.906858164736256,2
39.9251724803021,32.84587650461637,18
39.91353035836186,32.84544068225201,16
39.936523388286574,32.88536737812532,6
39.90928792708028,32.87249754500912,17
39.96894070323462,32.827850292972265,13
39.92149801794362,32.87121808544114,19
39.957757557600324,32.84400770909856,5
39.928913398145674,32.88408198291719,17
39.923924799455534,32.835130552456796,16
39.92249419852091,32.85657552095497,7
39.905033897829995,32.86735875203443,20
39.90822598940272,32.84745466132991,18
39.92835244776155,32.83656129148458,9
39.92980167591995,32.833990186342945,19
39.86883026263371,32.83914063770832,21
39.92937591528458,32.89386790809382,16
39.921346227631595,32.85164446392424,7
39.92656581247984,32.84540101179532,7
39.92216415159346,32.84211553742045,9
39.92324771550626,32.850214910224516,5
39.89664196235651,32.859061219096134,15
39.922355496531594,32.86586454012339,18
39.90471366596937,32.85334951092303,7
39.91316737600296,32.86280762058176,17
39.943387361955764,32.86934639535206,6
39.899655002257916,32.880674117488205,0
39.90546869071257,32.83675689296407,17
39.90801129000098,32.85377525189673,8
39.92752164400988,32.8243496752599,18
39.96045228495639,32.85804336588535,11
39.8737368295723,32.857138409108686,6
39.95354576244035,32.872093230459186,16
39.953742191876614,32.81312260111809,5
39.916629947648616,32.84486307769476,18
39.97229740615133,32.8732908853046,14
39.94924009588957,32.84943390466583,7
39.89902977364953,32.84982520084215,20
39.93455357221422,32.85044880310625,17
39.92201437597907,32.85507690702887,9
39.92195490283606,32.834538046186125,10
39.919397089320896,32.85230897398648,8
39.92054306020976,32.88241550454458,5
39.97358884103873,32.82889695711991,12
39.91685006375212,32.84585988101594,7
39.92638304611667,32.83795951627467,5
39.92316796833742,32.86514626910444,7
39.895511683141955,32.85902779889601,8
39.91616812951102,32.85871422267984,17
39.911805305622494,32.86607260988307,17
39.94816841854121,32.871160564456275,20
39.9445667715343,32.831741385984834,10
39.90218128735932,32.87668308602452,12
39.913092708572314,32.86856635046658,17
39.91753408928719,32.859128943898604,18
39.98374748557765,32.83292329937796,12
39.92283285252534,32.88573549493912,15
39.949308321666294,32.84427554069282,6
39.91560269562478,32.851778640674546,18
39.93524857766151,32.851318941436396,17
39.9231134707745,32.841306405872295,20
39.94193645694388,32.85877575112751,15
39.91073566189242,32.844421758859646,18
39.90078394433444,32.84579678590874,18
39.94458837410896,32.893822816140364,15
39.92762558363217,32.85965632200641,7
39.91950473950471,32.86185914554914,7
39.92935834669245,32.908243469159615,16
39.91781664057469,32.894400242512084,6
39.94699342245453,32.876173298586124,20
39.90065508674538,32.863401895615475,17
39.916944760632724,32.84079220516695,14
39.90594086958822,32.854054128660316,19
39.92177654790454,32.81501994234556,5
39.876571594813186,32.86870858440384,6
39.94692115393184,32.85981848729767,15
39.932278346496844,32.85324615015649,9
39.920226487255995,32.84493971971259,17
39.90516758022446,32.87265662133859,8
39.932082990502494,32.840184874328614,18
39.92544255723494,32.85110861066689,20
39.91803007526837,32.85001982152185,19
39.93220807440904,32.878655265764145,16
39.932841735070845,32.85049444876862,5
39.91919773283109,32.863478143169225,7
39.93467334814348,32.85629068389106,6
39.920410987024,32.85756270509612,9
39.9160865131144,32.86232538817308,17
39.88849424314486,32.841766304707,15
39.93910318286338,32.82012351559937,21
39.9050399145735,32.85474077675429,9
39.869876255366606,32.81514589337844,6
39.94346782355519,32.847966442271826,1
39.95933460849127,32.81796556977187,14
39.91983047634368,32.85810584553207,18
39.88565455209613,32.88506285713499,11
39.92587678883166,32.83801712913312,18
39.919637746113736,32.86568870208776,15
39.90306829979416,32.809714052834735,20
39.92912376368342,32.92044728850848,23
39.91690015900842,32.86980241181285,18
39.89820133534715,32.8605763690503,3
39.92848522530876,32.85402586334028,9
39.91183793053356,32.87589382564051,2
39.93968455115269,32.85711586924639,19
39.905288194704085,32.84841745328221,22
39.94596707645645,32.85545907116338,9
39.914825863014215,32.842659320835175,8
39.865992967176616,32.86501752821538,16
39.94040925978473,32.84220911460104,15
39.92062029581969,32.84240538290711,19
39.922099284648276,32.85892495320567,8
39.90471507198497,32.90482358008757,6
39.91239893673253,32.856944766040186,19
39.92925317219704,32.8533371049985,8
39.91888523181105,32.839821338495504,19
39.961490244871484,32.84901320394997,1
39.926143654249344,32.8608372048786,8
39.90192104523946,32.848184141871265,6
39.934114823507436,32.8429380233426,18
39.98460754224271,32.83176381644171,15
39.90897482543359,32.85543309020689,17
39.94285348264339,32.83500034064408,9
39.916539528445306,32.868397950517696,6
39.92177949875607,32.86556765010009,6
39.91358966917827,32.848112781540685,19
39.91928577352841,32.842811119120974,17
39.91942940795679,32.84244764118986,16
39.906668644445354,32.863725192377956,14
39.866150215204016,32.847237296898506,20
39.990290612968444,32.82152670941023,0
39.95933501489453,32.85574968362738,15
39.902681265733555,32.814490750214105,21
39.92496045895855,32.89771191317444,16
39.91687788854803,32.85330038575263,7
39.95108112550571,32.86433612374039,16
39.87360172660826,32.85707661647565,5
39.96613704731997,32.853001764405974,10
39.893355105705226,32.85799214991591,9
39.918785435604555,32.83581905586079,17
39.87039375729838,32.88336321429866,1
39.91344617254405,32.84503503619264,19
39.92041361439068,32.8476679700168,19
39.92177048627777,32.852082799705634,7
39.88477013259719,32.83877406604316,14
39.92519753321309,32.85452918040239,17
39.91831172552824,32.91223152723538,20
39.928080375253856,32.86263441264821,18
39.91911031592205,32.85631145190351,19
39.907837000314224,32.87743649296572,23
39.919666000959005,32.856333777489304,8
39.92237611302155,32.85392833118594,18
40.00891564201467,32.83411142167515,23
39.91401288469841,32.86105096746812,18
39.914818310009245,32.85119593638651,7
39.90990589046644,32.859025579194025,7
39.93589771733452,32.844654238202295,11
39.9422145006544,32.79836624958799,10
39.89956439795457,32.84901062441367,6
39.90904717503097,32.83662286962581,7
39.91769104034961,32.86105020087061,17
39.959233251742795,32.837691363503836,5
39.94276647512864,32.87320626114227,4
39.95732824523003,32.843604269089376,6
39.86681498514446,32.85621557557268,22
39.890356187770905,32.83240484672814,6
39.9117334256784,32.843942171059524,6
39.92218559266895,32.861141563164196,19
39.91709264416724,32.85806697506608,17
39.920918160099305,32.86346494395878,17
39.915112244466805,32.851742199726765,21
39.91702599552001,32.85248751460041,7
39.897265356149624,32.82763208141569,11
39.928527653852825,32.84327798316815,7
39.91119645730906,32.884570283588126,20
39.91018897614989,32.87897221361057,16
39.90303862837819,32.82257509180949,21
39.872925224352976,32.89349172207818,6
39.90940128818365,32.86158186590125,9
39.91077052973206,32.8672838391794,7
39.94283782724615,32.837244699403094,18
39.90992243565841,32.86184131863803,17
39.92590042923366,32.8618792185476,8
39.91503244449596,32.87398534161023,8
39.921950494666895,32.84194037423156,17
39.91317554499871,32.81800299311313,15
39.93667941358554,32.847506687372,8
39.935544504542335,32.83998980565053,16
39.914616126902374,32.835007458187185,18
39.9267517460299,32.86710181252629,8
39.89329097255904,32.80775312655004,3
39.92880316042738,32.837647586508936,19
39.95735598807845,32.82697814631136,22
39.88767121771526,32.86156387263394,20
39.889625821449656,32.8328966675612,6
39.931389457980124,32.781236629885,4
39.970042577377846,32.85541920397397,14
39.90784033987596,32.84393754630713,17
39.93068646378261,32.86012052935074,8
39.96237341971855,32.83362771465587,15
39.929667515114524,32.866907037353506,11
39.92772267500252,32.86538281123432,19
39.89925208282467,32.850684891967184,20
39.90246550763259,32.85253164379931,4
39.92775432782063,32.837569644997394,18
39.954051147083774,32.819934536272086,20
39.91769629680302,32.86654941924966,18
39.92405009717983,32.85750529948263,17
39.88535121864114,32.822787421925284,4
39.93018256396669,32.84821856454516,8
39.905922643801,32.88302853753164,10
39.889272593638914,32.86218705398659,10
39.921199073261675,32.854083142741366,9
39.905216931043675,32.8367143445561,16
39.90998635836205,32.85893665026041,8
39.91408850808483,32.86379744621167,8
39.91403334875228,32.822356485317364,5
39.913635583535545,32.841784284025906,5
39.95104310235184,32.84303999432245,15
39.91248368856399,32.89645640116477,5
39.92585267321463,32.87073706016003,18
39.95854135012191,32.82749512234911,6
39.950468525632,32.89986909876224,21
39.9667543939697,32.8837528795073,10
39.930445229949086,32.85108338956324,17
39.9123961791565,32.85058782681102,7
39.87082632995701,32.89439385946265,0
39.912271211217465,32.89284992187195,6
39.90845500422778,32.86493624921002,8
39.9158211934182,32.8412663059169,17
39.96958354156479,32.88732935008022,5
39.92288792420185,32.85444937885135,9
39.92516510018819,32.856056285779175,7
39.897001721374856,32.84174843190645,1
39.97959153496116,32.93427470227884,2
39.9363966850523,32.85889223940163,19
39.91739250967298,32.84612814106103,19
39.89880152768709,32.8375119702394,20
39.98530492124277,32.90829846889147,20
39.928232783899354,32.84450386823587,8
39.92970055926711,32.85172382971489,17
39.899239905613555,32.85698100637401,8
39.89551260877498,32.8298683971273,6
39.918265920064314,32.84912677027057,7
39.91974229542688,32.85164008349948,5
39.90201190907152,32.86931277988883,8
39.891268698311535,32.825538048446084,16
39.91091340244629,32.85085995457892,4
39.935359798168314,32.856804234520546,8
39.926434654841096,32.85685536187583,18
39.92771384747496,32.86340188509261,14
39.90144265857431,32.8516108151516,8
39.93239261110571,32.89353331010807,7
39.88464073202381,32.86680239880973,11
39.90363860266377,32.9155395571169,16
39.907232172392085,32.860359394903156,7
39.90669788900495,32.85092433331939,8
39.9197406000775,32.88620075045219,15
39.909998331738414,32.860743830488474,9
39.92095777723388,32.856837933862856,18
39.93035332714685,32.841284433069944,7
39.94508784919446,32.837042854407315,15
39.931728734549765,32.85745557634538,18
39.918674716184825,32.84820974030909,19
39.92900294994355,32.86671951685481,19
39.9154414845914,32.84277993434218,19
39.94159633128835,32.81065407173899,14
39.88160462687251,32.822228991734164,5
39.91661549516961,32.840746681107845,7
39.86260600271855,32.82004667416989,10
39.940044233397174,32.815963677836194,16
39.910561909661375,32.912510953870964,16
39.919294776099186,32.864385929691885,6
39.91130959981748,32.875744748537,9
39.915357055108615,32.85182895315548,7
39.960281760339015,32.84865797265439,6
39.92220666348025,32.84565935037632,14
39.918021676219425,32.857815020108276,7
39.92629943189198,32.84767751568787,18
39.91310919543853,32.84801863911142,9
39.878732379574004,32.80639709224442,6
39.92968501441675,32.882267874095255,4
39.946901358794356,32.7826502618059,16
39.9134180473887,32.821047241332224,10
39.9222073743782,32.849931764811906,17
39.93852735718733,32.85353540728796,12
39.90180998105082,32.844439141272005,17
39.92082785114827,32.85501110429231,9
39.87859969576888,32.80801620889361,11
39.92245736012719,32.811999980818484,4
39.870711117204976,32.84075578462106,20
39.91588553908661,32.8453259952266,18
39.89965789129825,32.85452507169667,13
39.9135683709632,32.854816970216646,17
39.90935594391648,32.8591395046616,15
39.92955205565436,32.862502478453905,17
39.95941631413198,32.87925440690692,6
39.92792672594625,32.8411070508708,5
39.916892390771835,32.84533222693564,9
39.92081529291051,32.86108387478712,9
39.913513323971166,32.85373782141336,19
39.900449133138345,32.86039062990563,20
39.915276166160496,32.84671489428706,7
39.91397033305068,32.859143287738455,19
39.91980250594669,32.8498257827,18
39.92338404502547,32.849964837825326,9
39.95456553681057,32.8248940153892,4
39.918900284871825,32.84006234778333,17
39.91036376824329,32.8037209350688,15
39.943159495676774,32.87710511301017,2
39.92861170173724,32.85439872480174,18
39.911971295952895,32.846106593679636,17
39.9360717205522,32.868466771037994,19
39.92444665470852,32.83864097897759,16
39.961828702680954,32.833274905158454,6
39.92763547624288,32.89466871916195,20
39.91240661500335,32.86240223585637,7
39.925975607958435,32.85371483457768,9
39.890966992026,32.8323768071969,5
39.92945353218552,32.811409896153556,10
39.92207743859018,32.859520509840614,17
39.93062220172809,32.8401264292554,17
39.960257418914836,32.9049709048254,20
39.92487151567713,32.84372951418575,8
39.91748890711639,32.853634027548814,9
39.9234746350873,32.854329815526434,19
39.92920495428684,32.851387597279825,6
39.92342107094512,32.84950476578839,19
39.910624398490526,32.8368292448857,11
39.93994259534504,32.868749007861744,9
39.92632294190013,32.86736308997268,8
39.94472384016933,32.85954813478542,5
39.9057142865898,32.85148836079875,7
39.910718863239445,32.820117744807234,6
39.8761851317618,32.86889158039701,16
39.924015043223704,32.84243603019932,19
39.91331121493563,32.86572222273154,8
39.894439104594504,32.859233967118016,12
39.91887221700432,32.85917363471062,9
39.912208923473436,32.8550108347754,8
39.92245722577346,32.85641180806229,8
39.92156073857962,32.85755609320594,18
39.986523109961524,32.930948933303135,4
39.9015935157764,32.78456271058943,14
39.926724953007216,32.85597252459901,8
39.952601255775505,32.862656576991455,5
39.92252811818577,32.88797719787632,10
39.958833417652414,32.812513198236566,20
39.89627181438581,32.85094221122134,6
39.92175437623924,32.851850167966475,9
39.93379621533585,32.88399314367951,3
39.93799709710721,32.85989913023773,18
39.91224666321547,32.85263623774802,17
39.918509432762214,32.869549207199434,3
39.93241504100302,32.91562189953334,1
39.916154868647446,32.857957505337666,7
39.94431711397744,32.848257931030965,18
39.9222214869617,32.84466119498876,8
39.92159086899627,32.846307828518626,8
39.931238009034914,32.855583188590316,17
39.91141602740017,32.862515676977914,18
39.92256666038871,32.86363818777223,7
39.90929337372052,32.857798244122485,7
39.92850341694644,32.84987622509764,7
39.882999918190954,32.852861775138884,12
39.93305115293781,32.86536930330634,9
39.90791714695733,32.8156174369087,20
39.90783460838951,32.840055670478044,4
39.93416340349914,32.850959954912874,4
39.91323735788263,32.865152630672604,8
39.922174258674445,32.858464156527305,19
39.86902043697606,32.78138205387908,14
39.87764362655667,32.839693697231795,21
39.92653356017613,32.83068753129592,19
39.968555561931154,32.8592269808031,5
39.9343729499295,32.845250299175255,9
39.92580859934172,32.85496195929971,19
39.945300589391636,32.84709625897201,15
39.934966456270224,32.887175859563136,4
39.91425823706108,32.8565324423249,17
39.86413413288333,32.8751850905719,6
39.97940987630387,32.81677691856754,5
39.919856187395716,32.86291481300914,17
39.921712524204,32.85906298654479,16
39.91686000558476,32.84982847746912,8
39.918169175392435,32.85536014266418,20
39.90895558738423,32.85344978014054,8
39.93645533938709,32.84991866206411,8
39.883652350513756,32.84956751796041,14
39.913623871878755,32.84072658174678,18
39.92216168461732,32.84700717962849,17
39.9020285749944,32.85871282141156,21
39.874774762139126,32.80186291049247,6
39.927478721945015,32.83480166399276,8
39.911003223046926,32.83611160464611,19
39.91590863533151,32.858390587476514,7
39.92189337948732,32.878028733894574,9
39.95337746853367,32.8261752644953,16
39.90879944995174,32.88117687940975,18
39.952647160172,32.87179108821809,4
39.923015554366465,32.862315647024246,3
39.87630780173552,32.8588211751059,6
39.921482313974586,32.84506861156898,19
39.90461420639294,32.899565291803306,10
39.91951825079705,32.87482171302533,7
39.868549616905376,32.83844609441323,5
39.87435164346259,32.817827326383245,21
39.89592382883022,32.86356928880311,6
39.92877478513241,32.83373129041117,16
39.8539360132799,32.89844078619096,20
39.917912352839636,32.84294709829699,7
39.9235193078107,32.85615445170523,17
39.91108970605,32.85856593046925,16
39.88611910478776,32.87690738529529,4
39.910801329052426,32.848054303446965,7
39.92725801816151,32.8661495896501,8
39.93662774568046,32.86466798238467,17
39.91104783448594,32.807879007926985,0
39.96292166756808,32.895230879667146,15
39.900610715399395,32.88174567113474,14
39.91744822206069,32.86912276883512,18
39.90532406012788,32.91346953862645,10
39.94435361642795,32.90803634534058,10
39.9161320273035,32.85816029604444,17
39.91107720801655,32.86254989252119,17
39.92976041532837,32.87808023918201,19
39.935231193916586,32.87583282607518,11
39.906645088704884,32.870351381179056,4
39.90937326373937,32.85758582276526,6
39.92600546984637,32.843540853799524,16
39.922658352896256,32.84285114490859,22
39.91697268874966,32.86487664651502,18
39.92603240925479,32.864521988166004,15
39.90619695231014,32.8583445833183,8
39.93668270391925,32.84215984131934,10
39.94162029676261,32.83121772735816,19
39.9286136713577,32.86123804804955,19
39.93701748795998,32.859396381169155,11
39.93729037967875,32.88015526438667,6
39.89899337248504,32.8630858686654,14
39.918936831579764,32.84317231599774,7
39.92794169974613,32.84846639575316,7
39.9057914132522,32.848718893392984,18
39.912781011019064,32.8643947900919,7
39.92536579421674,32.895581482370694,13
39.91410443768767,32.86285169871896,7
39.94916622914808,32.85767032467127,18
39.946619465869695,32.87491552992676,16
39.87810774017722,32.87168451892402,16
39.92383456320649,32.85151252616602,19
39.894248908773854,32.87492949720981,16
39.91104596260389,32.87544645604682,7
39.921911690834875,32.84187692952214,9
39.90535011165015,32.84576596985131,6
39.99314129961771,32.82757233159571,12
39.917283482102455,32.83797514890405,5
39.935747754567444,32.838453497588844,22
39.886598300015805,32.84825116260611,11
39.91777606156668,32.848187556223756,18
39.90460568923309,32.88965087393643,5
39.91117779357197,32.82008617012565,6
39.916148840362,32.85465335659465,17
39.907407303634486,32.87036977960006,7
39.94679738432519,32.897015182308564,15
39.93253384376463,32.791299076496095,20
39.966830011499155,32.8282029492087,20
39.89730439767993,32.85879975431866,20
39.9345522984667,32.86464287133952,9
39.94795843360528,32.844755188413764,1
39.91749392473908,32.857569436679796,9
39.91946929158716,32.86300317907329,9
39.94567352993485,32.87185023963518,4
39.895510387182306,32.85538988363677,17
39.91968146119267,32.85579025601759,9
39.91322675361453,32.84086214089601,9
39.92540138479975,32.85054698682268,9
39.93801078981122,32.833982568669455,20
39.96324731921478,32.88414194527712,20
39.929674813256376,32.84771134759842,10
39.92929408877798,32.858035478152374,18
39.92792752563791,32.885395962286786,20
39.93503536154407,32.841585888155144,18
39.8892584767795,32.83070217823563,6
39.87569726207069,32.852227544232925,15
39.93877349365733,32.85346745115143,21
39.90474635075161,32.88790373271387,6
39.92217556403207,32.85753982967366,8
39.95539704414699,32.85041274183447,16
39.98257642217874,32.84067554988385,15
39.94074948204513,32.844362648180876,19
39.93629454708641,32.83483403493581,5
39.95435698350943,32.83976302176425,14
39.92367871190644,32.84760458003958,9
39.93014225173666,32.84755248739361,18
39.97127244534228,32.824230086791154,20
39.880401162450156,32.88265656234237,5
39.90302069079209,32.85389288059651,20
39.91754758846164,32.84098391732847,9
39.91846019007585,32.89205747684917,20
39.95086411009916,32.86106378287877,13
39.931892682930346,32.84351481415305,7
39.911006370132846,32.865984148221905,22
39.916857555195485,32.8467053000857,5
39.90876356267679,32.83329658611357,9
39.94530599274849,32.86140664719756,11
39.9297899837821,32.84973764057842,18
39.91364222115172,32.85417547966637,17
39.94639598945838,32.84716643355037,16
39.92878785184328,32.84404691994407,18
39.9159265860049,32.852006575677656,20
39.933033899439216,32.85618627398016,19
39.973152325548824,32.81367945600157,6
